DATADOACAO,FORNECEDOR,DESTINO,ESTADO/MUNICIPIO,TIPO,QUANTIDADE,VALOR,DESTINATARIO,UF,DATA DE ENTREGA
24/07/2020,KTK,PARANA,MUNICIPIO,TRANSPORTE,4, 80.000,LARANJEIRAS DO SUL - Secretaria Municipal de Saude ,PR,03/08/2020
31/07/2020,KTK,PARANA,MUNICIPIO,TRANSPORTE,1, 20.000,SMS de IBIPORA,PR,06/08/2020
31/07/2020,KTK,PARANA,MUNICIPIO,TRANSPORTE,1, 20.000,SMS de JUSSARA,PR,06/08/2020
31/07/2020,KTK,PARANA,MUNICIPIO,TRANSPORTE,1, 20.000,SMS de SENGES,PR,06/08/2020
31/07/2020,KTK,PARANA,MUNICIPIO,TRANSPORTE,1, 20.000,SMS de TERRA RICA,PR,06/08/2020
09/08/2020,VYAIRE,PARANA,MUNICIPIO,UTI,10, 600.000,SMS de CASCAVEL,PR,13/08/2020
09/08/2020,MAGNAMED,PARANA,MUNICIPIO,TRANSPORTE,1, 48.290,SMS de PONTA GROSSA,PR,13/08/2020
09/08/2020,MAGNAMED,PARANA,MUNICIPIO,TRANSPORTE,1, 48.290,SMS de MANDAGUARI,PR,13/08/2020
09/08/2020,MAGNAMED,PARANA,MUNICIPIO,TRANSPORTE,1, 48.290,SMS de MANDAGUARI,PR,13/08/2020
09/08/2020,VYAIRE,PARANA,MUNICIPIO,UTI,2, 120.000,SMS de MARINGA,PR,13/08/2020
09/08/2020,MAGNAMED,PARANA,MUNICIPIO,TRANSPORTE,2, 96.580,SMS de MARINGA,PR,13/08/2020
09/08/2020,MAGNAMED,PARANA,MUNICIPIO,TRANSPORTE,2, 96.580,SMS de APUCARANA,PR,13/08/2020
09/08/2020,MAGNAMED,PARANA,MUNICIPIO,TRANSPORTE,2, 96.580,SMS de ROLANDIA,PR,13/08/2020
14/08/2020,MAGNAMED,PARANA,MUNICIPIO,TRANSPORTE,1, 48.290,SMS de SANTA FE,PR,15/08/2020
14/08/2020,MAGNAMED,PARANA,MUNICIPIO,TRANSPORTE,1, 48.290,SMS de VENTANIA,PR,16/08/2020
14/08/2020,MAGNAMED,PARANA,MUNICIPIO,TRANSPORTE,2, 96.580,SMS de PIRAI DO SUL,PR,19/08/2020
14/08/2020,VYAIRE,PARANA,MUNICIPIO,UTI,1, 60.000,SMS de PIRAI DO SUL,PR,19/08/2020
14/08/2020,MAGNAMED,PARANA,MUNICIPIO,TRANSPORTE,1, 48.290,SMS de MORRETES,PR,19/08/2020
14/08/2020,MAGNAMED,PARANA,MUNICIPIO,TRANSPORTE,1, 48.290,SMS de TELEMACO BORBA,PR,16/08/2020
14/08/2020,VYAIRE,PARANA,MUNICIPIO,UTI,2, 120.000,SMS de TELEMACO BORBA,PR,16/08/2020
14/08/2020,MAGNAMED,PARANA,MUNICIPIO,TRANSPORTE,2, 96.580,SMS de UMUARAMA,PR,16/08/2020
14/08/2020,MAGNAMED,PARANA,MUNICIPIO,TRANSPORTE,2, 96.580,SMS de MIRASELVA,PR,19/08/2020
14/08/2020,MAGNAMED,PARANA,MUNICIPIO,TRANSPORTE,2, 96.580,SMS de ASTORGA,PR,16/08/2020
14/08/2020,VYAIRE,PARANA,MUNICIPIO,UTI,4, 240.000,SMS de LARANJEIRAS DO SUL,PR,19/08/2020
14/08/2020,MAGNAMED,PARANA,MUNICIPIO,TRANSPORTE,2, 96.580,SMS de NOVA ESPERANCA,PR,19/08/2020
14/08/2020,VYAIRE,PARANA,MUNICIPIO,UTI,1, 60.000,SMS de GUARATUBA,PR,19/08/2020
14/08/2020,MAGNAMED,PARANA,MUNICIPIO,TRANSPORTE,1, 48.290,SMS de PRUDENTOPOLIS,PR,16/08/2020
14/08/2020,MAGNAMED,PARANA,MUNICIPIO,TRANSPORTE,1, 48.290,SMS de MANDAGUACU,PR,16/08/2020
14/08/2020,MAGNAMED,PARANA,MUNICIPIO,TRANSPORTE,1, 48.290,SMS de IRATI,PR,16/08/2020
21/08/2020,VYAIRE,PARANA,MUNICIPIO,UTI,2, 120.000,SMS de PONTA GROSSA,PR,24/08/2020
21/08/2020,MAGNAMED,PARANA,MUNICIPIO,TRANSPORTE,1, 48.290,SMS de JUSSARA,PR,24/08/2020
21/08/2020,MAGNAMED,PARANA,MUNICIPIO,TRANSPORTE,3, 144.870,SMS de COLORADO,PR,25/08/2020
27/08/2020,MAGNAMED,PARANA,MUNICIPIO,UTI,5, 300.000,SMS de LONDRINA,PR,01/09/2020
27/08/2020,MAGNAMED,PARANA,MUNICIPIO,TRANSPORTE,5, 241.450,SMS de LONDRINA,PR,01/09/2020
27/08/2020,MAGNAMED,PARANA,MUNICIPIO,TRANSPORTE,4, 193.160,SMS de ROLANDIA,PR,01/09/2020
27/08/2020,MAGNAMED,PARANA,MUNICIPIO,TRANSPORTE,2, 96.580,SMS de CORBELIA,PR,02/09/2020
27/08/2020,MAGNAMED,PARANA,MUNICIPIO,TRANSPORTE,2, 96.580,SECRETARIA MUNICIPAL DE SAUDE DE TOLEDO,PR,02/09/2020
27/08/2020,MAGNAMED,PARANA,MUNICIPIO,TRANSPORTE,2, 96.580,SMS de CAPITAO LEONIDAS MARQUES,PR,02/09/2020
27/08/2020,MAGNAMED,PARANA,MUNICIPIO,TRANSPORTE,1, 48.290,SMS de MARECHAL CANDIDO RONDON,PR,03/09/2020
03/09/2020,MAGNAMED,PARANA,MUNICIPIO,UTI,1, 60.000,SMS de BOCAIUVA DO SUL,PR,08/09/2020
03/09/2020,MAGNAMED,PARANA,MUNICIPIO,UTI,10, 600.000,SMS de CASCAVEL,PR,08/09/2020
11/09/2020,KTK,PARANA,MUNICIPIO,UTI,1, 60.000,SMS de ANGULO,PR,15/09/2020
11/09/2020,KTK,PARANA,MUNICIPIO,TRANSPORTE,1, 20.000,SMS de ANGULO,PR,15/09/2020
11/09/2020,KTK,PARANA,MUNICIPIO,UTI,2, 120.000,SMS de MATINHOS,PR,14/09/2020
11/09/2020,KTK,PARANA,MUNICIPIO,TRANSPORTE,1, 20.000,SMS de MATINHOS,PR,14/09/2020
21/09/2020,KTK,PARANA,MUNICIPIO,TRANSPORTE,1, 20.000,SMS de WENCESLAU BRAZ,PR,23/09/2020
21/09/2020,KTK,PARANA,MUNICIPIO,TRANSPORTE,2, 40.000,SMS de GRANDES RIOS,PR,26/09/2020
21/09/2020,LEISTUNG,PARANA,MUNICIPIO,UTI,2, 120.000,SMS de CAPANEMA,PR,28/09/2020
21/09/2020,KTK,PARANA,MUNICIPIO,TRANSPORTE,1, 20.000,SMS de FLORIDA,PR,26/09/2020
21/09/2020,LEISTUNG,PARANA,MUNICIPIO,UTI,1, 60.000,SMS de FLORIDA,PR,26/09/2020
21/09/2020,KTK,PARANA,MUNICIPIO,TRANSPORTE,2, 40.000,SMS de JAGUAPITA,PR,26/09/2020
21/09/2020,KTK,PARANA,MUNICIPIO,TRANSPORTE,5, 100.000,SMS de RIO NEGRO,PR,24/09/2020
21/09/2020,LEISTUNG,PARANA,MUNICIPIO,UTI,5, 300.000,SMS de RIO NEGRO,PR,24/09/2020
21/09/2020,LEISTUNG,PARANA,MUNICIPIO,UTI,1, 60.000,SMS de IBIPORA,PR,27/09/2020
24/09/2020,KTK,PARANA,MUNICIPIO,UTI,2, 120.000,SMS de GUAIRA,PR,28/09/2020
24/09/2020,VYAIRE LTV 2200 USA,PARANA,MUNICIPIO,TRANSPORTE USA,1, 63.125,97,SMS de GUAIRA,PR,28/09/2020
08/10/2020,VYAIRE LTV 2200 USA,PARANA,ESTADO,TRANSPORTE USA,20, 1.262.519,40,5o Batalhao de Suprimento,PR,17/10/2020
08/10/2020,MAGNAMED,PARANA,ESTADO,UTI,4, 240.000,5o Batalhao de Suprimento,PR,17/10/2020
16/10/2020,MAGNAMED,PARANA,MUNICIPIO,UTI,1, 60.000,SMS de WENCESLAU BRAZ,PR,21/10/2020
26/10/2020,VYAIRE LTV 2200 USA,PARANA,MUNICIPIO,TRANSPORTE USA,2, 126.251,94,SMS de ATALAIA,PR,03/11/2020
26/10/2020,VYAIRE LTV 2200 USA,PARANA,MUNICIPIO,TRANSPORTE USA,1, 63.125,97,SMS de LOBATO,PR,03/11/2020
26/10/2020,MAGNAMED,PARANA,MUNICIPIO,UTI,1, 60.000,SMS de LOBATO,PR,03/11/2020
26/10/2020,VYAIRE LTV 2200 USA,PARANA,MUNICIPIO,TRANSPORTE USA,2, 126.251,94,SMS de ASTORGA,PR,29/10/2020
29/10/2020,VYAIRE LTV 2200 USA,PARANA,MUNICIPIO,TRANSPORTE USA,1, 63.125,97,SMS de ARAPONGAS,PR,03/11/2020
29/10/2020,MAGNAMED,PARANA,MUNICIPIO,UTI,1, 60.000,SMS de ARAPONGAS,PR,03/11/2020
29/10/2020,VYAIRE LTV 2200 USA,PARANA,MUNICIPIO,TRANSPORTE USA,1, 63.125,97,SMS de CORNELIO PROCOPIO,PR,03/11/2020
29/10/2020,MAGNAMED,PARANA,MUNICIPIO,UTI,1, 60.000,SMS de CORNELIO PROCOPIO,PR,03/11/2020
29/10/2020,VYAIRE LTV 2200 USA,PARANA,MUNICIPIO,TRANSPORTE USA,2, 126.251,94,SMS de CURITIBA,PR,03/11/2020
29/10/2020,MAGNAMED,PARANA,MUNICIPIO,UTI,2, 120.000,SMS de CURITIBA,PR,03/11/2020
29/10/2020,VYAIRE LTV 2200 USA,PARANA,MUNICIPIO,TRANSPORTE USA,4, 252.503,88,SMS de UMUARAMA,PR,03/11/2020
29/10/2020,MAGNAMED,PARANA,MUNICIPIO,UTI,2, 120.000,SMS de UMUARAMA,PR,03/11/2020
29/10/2020,VYAIRE LTV 2200 USA,PARANA,MUNICIPIO,TRANSPORTE USA,1, 63.125,97,SMS de PIEN,PR,03/11/2020
29/10/2020,MAGNAMED,PARANA,MUNICIPIO,UTI,1, 60.000,SMS de GOIOERE,PR,03/11/2020
20/11/2020,MAGNAMED,PARANA,MUNICIPIO,UTI,3, 180.000,SECRETARIA MUNICIPAL DE SAUDE DE TOLEDO,PR,26/11/2020
20/11/2020,MAGNAMED,PARANA,MUNICIPIO,UTI,2, 120.000,SMS de UNIAO DA VITORIA,PR,28/11/2020
20/11/2020,VYAIRE LTV 2200 USA,PARANA,MUNICIPIO,TRANSPORTE USA,2, 126.251,94,SMS de APUCARANA,PR,25/11/2020
20/11/2020,MAGNAMED,PARANA,MUNICIPIO,UTI,3, 180.000,SMS de APUCARANA,PR,25/11/2020
20/11/2020,VYAIRE LTV 2200 USA,PARANA,MUNICIPIO,TRANSPORTE USA,2, 126.251,94,Almox Central da SMS de Curitiba,PR,25/11/2020
20/11/2020,MAGNAMED,PARANA,MUNICIPIO,UTI,2, 120.000,Almox Central da SMS de Curitiba,PR,25/11/2020
20/11/2020,MAGNAMED,PARANA,MUNICIPIO,UTI,2, 120.000,Almoxarifado SMS de Guarapuava,PR,28/11/2020
20/11/2020,VYAIRE LTV 2200 USA,PARANA,MUNICIPIO,TRANSPORTE USA,5, 315.629,85,SMS de TELEMACO BORBA,PR,27/11/2020
20/11/2020,MAGNAMED,PARANA,MUNICIPIO,UTI,2, 120.000,SMS de TELEMACO BORBA,PR,27/11/2020
20/11/2020,VYAIRE LTV 2200 USA,PARANA,MUNICIPIO,TRANSPORTE USA,1, 63.125,97,Almox Central da SMS de Curitiba,PR,24/11/2020
20/11/2020,VYAIRE LTV 2200 USA,PARANA,MUNICIPIO,TRANSPORTE USA,1, 63.125,97,Almox Central da SMS de Curitiba,PR,25/11/2020
20/11/2020,MAGNAMED,PARANA,MUNICIPIO,UTI,1, 60.000,Almox Central da SMS de Curitiba,PR,25/11/2020
20/11/2020,VYAIRE LTV 2200 USA,PARANA,MUNICIPIO,TRANSPORTE USA,1, 63.125,97,SMS de CORNELIO PROCOPIO,PR,24/11/2020
20/11/2020,MAGNAMED,PARANA,MUNICIPIO,UTI,1, 60.000,SMS de CORNELIO PROCOPIO,PR,24/11/2020
20/11/2020,MAGNAMED,PARANA,ESTADO,UTI,20, 1.200.000,SES do Parana,PR,22/11/2020
20/11/2020,VYAIRE LTV 2200 USA,PARANA,MUNICIPIO,TRANSPORTE USA,1, 63.125,97,SMS de PIEN,PR,28/11/2020
20/11/2020,VYAIRE LTV 2200 USA,PARANA,MUNICIPIO,TRANSPORTE USA,2, 126.251,94,SMS de PONTA GROSSA,PR,27/11/2020
20/11/2020,MAGNAMED,PARANA,MUNICIPIO,UTI,2, 120.000,SMS de PONTA GROSSA,PR,27/11/2020
20/11/2020,MAGNAMED,PARANA,MUNICIPIO,UTI,1, 60.000,SMS de GOIOERE,PR,26/11/2020
20/11/2020,VYAIRE LTV 2200 USA,PARANA,MUNICIPIO,TRANSPORTE USA,3, 189.377,91,Almox Central da SMS de Curitiba,PR,25/11/2020
20/11/2020,MAGNAMED,PARANA,MUNICIPIO,UTI,3, 180.000,Almox Central da SMS de Curitiba,PR,25/11/2020
20/11/2020,VYAIRE LTV 2200 USA,PARANA,MUNICIPIO,TRANSPORTE USA,1, 63.125,97,SMS de CAMBE,PR,25/11/2020
20/11/2020,MAGNAMED,PARANA,MUNICIPIO,UTI,1, 60.000,SMS de CAMBE,PR,25/11/2020
20/11/2020,VYAIRE LTV 2200 USA,PARANA,MUNICIPIO,TRANSPORTE USA,2, 126.251,94,SMS de LONDRINA,PR,24/11/2020
20/11/2020,MAGNAMED,PARANA,MUNICIPIO,UTI,6, 360.000,SMS de LONDRINA,PR,24/11/2020
20/11/2020,VYAIRE LTV 2200 USA,PARANA,MUNICIPIO,TRANSPORTE USA,1, 63.125,97,SMS de COLORADO,PR,25/11/2020
20/11/2020,MAGNAMED,PARANA,MUNICIPIO,UTI,2, 120.000,SMS de COLORADO,PR,25/11/2020
20/11/2020,VYAIRE LTV 2200 USA,PARANA,MUNICIPIO,TRANSPORTE USA,1, 63.125,97,SMS de ROLANDIA,PR,25/11/2020
20/11/2020,MAGNAMED,PARANA,MUNICIPIO,UTI,2, 120.000,Almox Central da SMS de Curitiba,PR,24/11/2020
20/11/2020,VYAIRE LTV 2200 USA,PARANA,MUNICIPIO,TRANSPORTE USA,4, 252.503,88,SMS de UMUARAMA,PR,26/11/2020
20/11/2020,MAGNAMED,PARANA,MUNICIPIO,UTI,2, 120.000,SMS de UMUARAMA,PR,26/11/2020
20/11/2020,VYAIRE LTV 2200 USA,PARANA,MUNICIPIO,TRANSPORTE USA,1, 63.125,97,SMS de IVAIPORA,PR,27/11/2020
20/11/2020,MAGNAMED,PARANA,MUNICIPIO,UTI,1, 60.000,SMS de IVAIPORA,PR,27/11/2020
26/11/2020,VYAIRE,PARANA,MUNICIPIO,UTI,50, 3.000.000,SECRETARIA MUNICIPAL DE SAUDE DE CURITIBA,PR,27/11/2020
08/12/2020,KTK,PARANA,MUNICIPIO,TRANSPORTE,2, 40.000,SMS de LONDRINA,PR,11/12/2020
08/12/2020,LEISTUNG,PARANA,MUNICIPIO,UTI,3, 180.000,SMS de LONDRINA,PR,11/12/2020
08/12/2020,LEISTUNG,PARANA,MUNICIPIO,UTI,100, 6.000.000,SECRETARIA MUNICIPAL DE SAUDE DE CURITIBA,PR,10/12/2020
23/12/2020,VYAIRE,PARANA,MUNICIPIO,UTI,3, 180.000,HOSPITAL LUIZA BORBA CARNEIRO,PR,28/12/2020
30/12/2020,VYAIRE,PARANA,MUNICIPIO,UTI,10, 600.000,HOSPITAL SANTA CASA DE MISERICORDIA DE CAMPO MOURADO,PR,01/01/2021
22/01/2021,VYAIRE LTV 2200 USA,PARANA,MUNICIPIO,TRANSPORTE USA,2, 126.251,94,PRONTO ATENDIMENTO MUNICIPAL,PR,26/01/2021
22/01/2021,VYAIRE,PARANA,MUNICIPIO,UTI,1, 60.000,HOSPITAL SANTO ANTONIO,PR,26/01/2021
05/02/2021,VYAIRE,PARANA,MUNICIPIO,UTI,2, 120.000,HOSPITAL NOSSA SENHORA DAS DORES,PR,07/02/2021
05/02/2021,VYAIRE LTV 2200 USA,PARANA,MUNICIPIO,TRANSPORTE USA,1, 63.125,97,HOSPITAL SANTA JULIA,PR,07/02/2021
05/02/2021,VYAIRE,PARANA,MUNICIPIO,UTI,1, 60.000,HOSPITAL SANTA JULIA,PR,07/02/2021
05/02/2021,VYAIRE,PARANA,MUNICIPIO,UTI,2, 120.000,HOSPITAL E MATERNIDADE SANTA TEREZINHA,PR,07/02/2021
10/02/2021,VYAIRE,PARANA,MUNICIPIO,UTI,1, 60.000,HOSPITAL MUNICIPAL JOAO ALEXANDRE ,PR,18/02/2021
10/02/2021,VYAIRE,PARANA,MUNICIPIO,UTI,2, 120.000,HOSPITAL MUNICIPAL SAO JUDAS TADEU DE TERRA BOA,PR,18/02/2021
18/02/2021,VYAIRE,PARANA,MUNICIPIO,UTI,5, 300.000,HOSPITAL E MATERNIDADE SANTA CLARA,PR,23/02/2021
25/02/2021,VYAIRE,PARANA,MUNICIPIO,UTI,7, 420.000,PREFEITURA MUNICIPAL DE FOZ DE IGUASSU,PR,27/02/2021
25/02/2021,VYAIRE LTV 2200 USA,PARANA,MUNICIPIO,TRANSPORTE USA,8, 505.007,76,PREFEITURA MUNICIPAL DE FOZ DE IGUASSU,PR,27/02/2021
26/02/2021,KTK,PARANA,MUNICIPIO,TRANSPORTE,3, 60.000,SMS de ALMIRANTE TAMANDARE,PR,26/02/2021
26/02/2021,KTK,PARANA,MUNICIPIO,TRANSPORTE,1, 20.000,HOSPITAL MUNICIPAL DE SANTO ANTONIO DO CAIUA,PR,26/02/2021
26/02/2021,KTK,PARANA,MUNICIPIO,TRANSPORTE,2, 40.000,HOSPITAL DE CARIDADE DE PALMEIRA,PR,26/02/2021
28/02/2021,KTK,PARANA,MUNICIPIO,TRANSPORTE,15, 300.000,SMS de CASCAVEL,PR,29/02/2021
04/03/2021,KTK,PARANA,MUNICIPIO,TRANSPORTE,1, 20.000,HOSPITAL MUNICIPAL DE IPIRANGA,PR,05/03/2021
04/03/2021,KTK,PARANA,MUNICIPIO,TRANSPORTE,2, 40.000,SMS de CARAMBEI,PR,05/03/2021
06/03/2021,LEISTUNG,PARANA,MUNICIPIO,UTI,20, 1.200.000,SMS FOZ DO IGUASSU,PR,07/03/2021
06/03/2021,LEISTUNG,PARANA,MUNICIPIO,UTI,15, 900.000,SMS de CASCAVEL,PR,07/03/2021
11/03/2021,KTK,PARANA,MUNICIPIO,TRANSPORTE,5, 100.000,SMS de ENGENHEIRO BELTRODO ,PR,14/03/2021
11/03/2021,KTK,PARANA,MUNICIPIO,TRANSPORTE,1, 20.000,SMS de SERTANEJA ,PR,13/03/2021
11/03/2021,KTK,PARANA,MUNICIPIO,TRANSPORTE,5, 100.000, SMS de IBAITI ,PR,13/03/2021
11/03/2021,KTK,PARANA,MUNICIPIO,TRANSPORTE,2, 40.000,SMS de ITAPERUCU,PR,12/03/2021
11/03/2021,KTK,PARANA,MUNICIPIO,TRANSPORTE,5, 100.000,SMS de MARECHAL CANDIDO RONDON ,PR,14/03/2021
11/03/2021,KTK,PARANA,MUNICIPIO,TRANSPORTE,1, 20.000,HOSPITAL SANTANA DE SAPOPEMA ,PR,13/03/2021
11/03/2021,KTK,PARANA,MUNICIPIO,TRANSPORTE,1, 20.000,SMS de JUNDIA̍ DO SUL ,PR,13/03/2021
11/03/2021,KTK,PARANA,MUNICIPIO,TRANSPORTE,2, 40.000,SMS de IRETAMA,PR,14/03/2021
11/03/2021,KTK,PARANA,MUNICIPIO,TRANSPORTE,5, 100.000, SMS de ARAPONGAS ,PR,13/03/2021
11/03/2021,KTK,PARANA,MUNICIPIO,TRANSPORTE,3, 60.000,HOSPITAL SAO VICENTE DE PAUL,PR,14/03/2021
11/03/2021,KTK,PARANA,MUNICIPIO,TRANSPORTE,1, 20.000,SMS de CAFEZAL DO SUL ,PR,14/03/2021
11/03/2021,KTK,PARANA,MUNICIPIO,TRANSPORTE,2, 40.000,HOSPITAL MUNICIPAL DR KURIQUI CANAME ,PR,14/03/2021
11/03/2021,KTK,PARANA,MUNICIPIO,TRANSPORTE,10, 200.000, SMS de LONDRINA ,PR,13/03/2021
11/03/2021,LIFEMED ,PARANA,MUNICIPIO,UTI,15, 900.000, SMS de LONDRINA ,PR,13/03/2021
13/03/2021,KTK,PARANA,MUNICIPIO,TRANSPORTE,2, 40.000,SMS de DOURADINA ,PR,15/03/2021
16/03/2021,KTK,PARANA,MUNICIPIO,TRANSPORTE,6, 120.000,HOSPITAL UNIVERSITARIO REGIONAL DOS CAMPOS GERAIS,PR,17/03/2021
16/03/2021,KTK,PARANA,MUNICIPIO,TRANSPORTE,6, 120.000,ASSOCIACAO HOSPITALAR BOM JESUS,PR,17/03/2021
17/03/2021,LIFEMED,PARANA,MUNICIPIO,UTI,4, 240.000,SMS de CORNELIO PROCOPIO,PR,18/03/2021
17/03/2021,LIFEMED,PARANA,MUNICIPIO,UTI,2, 120.000,SMS de PALMAS,PR,19/03/2021
17/03/2021,LIFEMED,PARANA,MUNICIPIO,UTI,2, 120.000,SMS de AGUDOS DO SUL,PR,18/03/2021
19/03/2021,LIFEMED ,PARANA,MUNICIPIO,UTI,4, 240.000,CENTRO MUNICIPAL DE SAUDE PREFEITO ANTONIO SELSO BORTOLINI,PR,23/03/2021
19/03/2021,LIFEMED ,PARANA,MUNICIPIO,UTI,2, 120.000,HOSPITAL MUNICIPAL SAO JUDAS TADEU DE TERRA BOA ,PR,23/03/2021
19/03/2021,INSPIRAR ,PARANA,MUNICIPIO,UTI,5, 300.000,HOSPITAL MUNICIPAL ARNALDO CONEGLIAN,PR,23/03/2021
19/03/2021,INSPIRAR ,PARANA,MUNICIPIO,UTI,2, 120.000,SMS de TUPUSSI ,PR,23/03/2021
19/03/2021,HORTRON ,PARANA,MUNICIPIO,UTI,1, 60.000,SMS de TUPUSSI ,PR,23/03/2021
21/03/2021,INSPIRAR ,PARANA,MUNICIPIO,UTI,8, 480.000,SMS de CIANORTE ,PR,22/03/2021
21/03/2021,INSPIRAR ,PARANA,MUNICIPIO,UTI,5, 300.000,HOSPITAL E MATERNIDADE SANTA CLARA,PR,22/03/2021
21/03/2021,INSPIRAR ,PARANA,MUNICIPIO,UTI,2, 120.000,SMS de COLOMBO ,PR,22/03/2021
21/03/2021,INSPIRAR ,PARANA,MUNICIPIO,UTI,3, 180.000,HOSPITAL BOM JESUS ,PR,22/03/2021
21/03/2021,INSPIRAR ,PARANA,MUNICIPIO,UTI,3, 180.000,SMS de CERRO AZUL,PR,22/03/2021
24/03/2021,INSPIRAR ,PARANA,MUNICIPIO,UTI,4, 240.000,SMS DE SAO JOSE DOS PINHAIS,PR,25/03/2021
24/03/2021,INSPIRAR ,PARANA,MUNICIPIO,UTI,3, 180.000,HOSPITAL MUNICIPAL SAO JOSE DE PAICANDU,PR,26/03/2021
24/03/2021,INSPIRAR ,PARANA,ESTADO,UTI,12, 720.000,SES DE CURITIBA,PR,25/03/2021
24/03/2021,INSPIRAR ,PARANA,MUNICIPIO,UTI,4, 240.000,HOSPITAL SAO LUCAS DE SERTANOPOLIS,PR,26/03/2021
24/03/2021,INSPIRAR ,PARANA,MUNICIPIO,UTI,3, 180.000,SANTA CASA MISERICORDIA DE JACAREZINHO,PR,26/03/2021
29/03/2021,LIFEMED,PARANA,MUNICIPIO,UTI,8, 480.000,SANTA CASA DE BANDEIRANTES,PR,30/03/2021
29/03/2021,LIFEMED,PARANA,MUNICIPIO,UTI,5, 300.000,HOSPITAL SAO RAFAEL,PR,31/03/2021
29/03/2021,LIFEMED,PARANA,MUNICIPIO,UTI,2, 120.000,PRONTO ATENDIMENTO 24 HORAS,PR,31/03/2021
29/03/2021,LIFEMED,PARANA,ESTADO,UTI,5, 300.000,HOSPITAL PRO VIDA,PR,01/04/2021
29/03/2021,LIFEMED,PARANA,MUNICIPIO,UTI,20, 1.200.000,SES DE CURITIBA,PR,31/03/2021
08/04/2021,INSPIRAR ,PARANA,MUNICIPIO,UTI,2, 120.000,PRONTO SOCORRO MUNICIPAL,PR,10/04/2021
08/04/2021,INSPIRAR ,PARANA,MUNICIPIO,UTI,3, 180.000,HOSPITAL NOSSA SENHORA DA SAUDE,PR,09/04/2021
08/04/2021,INSPIRAR ,PARANA,MUNICIPIO,UTI,5, 300.000,HOSPITAL SANTA CASA DE MISERICORDIA DE CAMPO MOURADO,PR,10/04/2021
08/04/2021,INSPIRAR ,PARANA,MUNICIPIO,UTI,2, 120.000,HOSPITAL E MATERNIDADE NOSSA SENHORA DA LUZ,PR,12/04/2021
08/04/2021,INSPIRAR ,PARANA,MUNICIPIO,UTI,2, 120.000,HOSPITAL SAO RAFAEL,PR,10/04/2021
16/04/2021,LIFEMED,PARANA,MUNICIPIO,UTI,1, 60.000,SMS de SENGOS ,PR,20/04/2021
16/04/2021,LIFEMED,PARANA,MUNICIPIO,UTI,1, 60.000,HOSPITAL MUNICIPAL PADRE PALMIRO FINATO ,PR,20/04/2021
16/04/2021,LIFEMED,PARANA,MUNICIPIO,UTI,2, 120.000,SMS de SAO JOAO DO TRIUNFO ,PR,20/04/2021
16/04/2021,LIFEMED,PARANA,MUNICIPIO,UTI,3, 180.000,HOSPITAL NOSSA SENHORA DA SAUDE ,PR,20/04/2021
16/04/2021,LIFEMED,PARANA,MUNICIPIO,UTI,1, 60.000,PRONTO SOCORRO MUNICIPAL,PR,20/04/2021
16/04/2021,LIFEMED,PARANA,MUNICIPIO,UTI,3, 180.000, HOSPITAL LUIZA BORBA CARNEIRO ,PR,20/04/2021
16/04/2021,LIFEMED,PARANA,MUNICIPIO,UTI,1, 60.000,HOSPITAL E MATERNIDADE NOSSA SENHORA DA LUZ ,PR,20/04/2021
16/04/2021,LIFEMED,PARANA,MUNICIPIO,UTI,2, 120.000,ASSOCIACAO HOSPITALAR BENEFICENTE MOACIR MICHELETTO ,PR,20/04/2021
16/04/2021,LIFEMED,PARANA,MUNICIPIO,UTI,3, 180.000,HOSPITAL E MATERNIDADE SANTA CASA DE UBIRATA ,PR,20/04/2021
16/04/2021,LIFEMED,PARANA,MUNICIPIO,UTI,2, 120.000,HOSPITAL MUNICIPAL DE RONCADOR ,PR,20/04/2021
19/04/2021,HORTRON,PARANA,MUNICIPIO,UTI,1, 60.000,SMS de CAFEL��NDIA ,PR,22/04/2021
19/04/2020,VYAIRE,RIO DE JANEIRO,ESTADO,UTI,40, 2.400.000,ALMOXARIFADO ESTADUAL DE MEDICAMENTOS - RIO DE JANEIRO,RJ,19/04/2020
22/04/2020,VYAIRE,RIO DE JANEIRO,ESTADO,UTI,20, 1.200.000,LABORATORIO QU̍MICO FARMACEUTICO DE AEROŃUTICA,RJ,23/04/2020
08/05/2020,MAGNAMED,RIO DE JANEIRO,ESTADO,UTI,25, 1.500.000,ALMOXARIFADO ESTADUAL DE MEDICAMENTOS - RIO DE JANEIRO,RJ,09/05/2020
08/05/2020,KTK,RIO DE JANEIRO,ESTADO,UTI,15, 900.000,ALMOXARIFADO ESTADUAL DE MEDICAMENTOS - RIO DE JANEIRO,RJ,09/05/2020
09/05/2020,LEISTUNG,RIO DE JANEIRO,ESTADO,UTI,6, 360.000,ALMOXARIFADO ESTADUAL DE MEDICAMENTOS - RIO DE JANEIRO,RJ,09/05/2020
09/05/2020,VYAIRE,RIO DE JANEIRO,ESTADO,UTI,1, 60.000,ALMOXARIFADO ESTADUAL DE MEDICAMENTOS - RIO DE JANEIRO,RJ,09/05/2020
09/05/2020,VYAIRE,RIO DE JANEIRO,ESTADO,UTI,30, 1.800.000,ALMOXARIFADO ESTADUAL DE MEDICAMENTOS - RIO DE JANEIRO,RJ,09/05/2020
09/05/2020,MAGNAMED,RIO DE JANEIRO,ESTADO,UTI,8, 480.000,ALMOXARIFADO ESTADUAL DE MEDICAMENTOS - RIO DE JANEIRO,RJ,09/05/2020
